@RELATION	sentence_emotions

@ATTRIBUTE	sentence string
@ATTRIBUTE	emosi  { disgust , fear , happy , sad , surprise , angry }

@DATA
' You know, every time I hear  \' Perfect \'  by  Simple Plan  I want to find an emo kid and punch him in the face. ' , angry
' I have nothing to say here...but if you could see the look on my face, you \' d know exactly how I feel... ' , angry
' Just read this offensive article:   http://www.nysun.com/article/9516   Well, now I \' m even more unimpressed with Columbia University--All this and they do their best to schedule exams on religious holidays, too. :-[  Bad Ivy League--no biscuit. ' , angry
' That owl.   What the bloody hell do I do about her? What do I do about Him? I never should have spoken to her... kissed her...    Shown her my mark ! ?  And I losing my fucking mind.    What am I becomming?   Fuck. ' , angry
' Goldstein, can your parents afford a funeral? If not you might want to remind your brother of  his place  before he requires one. ' , angry
' Insinuating that I was a...   Of all the utter classless, repulsive, insulting....   Stupid fucking bint !  I never thought this assingment would be so much of a test. It shouldn \' t be this annoying to get into the trust of a stupid fucking GRYFFINDOR child.   I need to report to My Lord... ' , angry
' Curse it... now I can \' t feel either one of the tip of my thumbs. I fell of the cursed bike in the cursed dark blueness.    Great. Now I can \' t feel the heel of my right foot.  I shall twist my ankle tomorrow again  when we do the stupid fitness friday. Why do we have to do it anyways???? !  !  !  !  !  !  ! ' , angry
' http://www.thesmokinggun.com/archive/03 29051cat1.html   The bastard deserves more than the harassment in my opinion. ' , angry
' Maybe, just maybe, someone will actually stand up to The King of Perverts, and not get bought off this time.....slam the prison  door behind him, and Michael....watch your ass !  !  ! ' , angry
' I feel so annoyed !   I am so going to kick       sunrise140    out of the house. They got totally drunk Saturday and barfed all over the carpet !   This entry automatically generated by the  LJ Drama Generator  ! ' , angry
' I destroyed my desktop computer last night in an effort to install a wireless network card. The connection kept cutting out so I decided to put back in the old wired card. Now my computer won \' t boot up properly. I \' ll take it as a sign that I need to update my operating system. *sigh* Really didn \' t want to lose all my data... ' , angry
' Fuckin hell. 5 new virus \'  released yesterday monday is going to be fucked I got 8 spam mails today (and i use a fucking sweet blacklist) can \' t people have better things to do on a friday night than release virus \' ??? I mean really, wtf go get pissed or something man. ' , angry
' Great party last night. Didn \' t get quite as trashed as Friday night, which is good. But was very nicely toasted all night long.  Nick just came in and pointed this link out:  http://www.themaxx.com/offensive/pages/p ic.php?id=37179&PHPSESSID=e76274c61b6adde95b4292968b37c5 fb   How fucked is that? Completely fucking rude. I \' m no lawyer but isn \' t that called defamation? *shakes head a microsoft* ' , angry
' FORT WORTH, Texas (AP) -- A man sentenced to just four months in prison for killing his wife, after a jury concluded he acted in a blind fury, drew a 15-year term for wounding her boyfriend.  And they wonder why we consider them insane. ' , angry
' Have you ever dug a skeleton out of your closet? I hate doing it.  I think I will put mine back in there.  Skeletons belong in closets.    Fuck liars who say they \' ll go out with you but don \' t. Fuck them in their fucking ears. I hope he dies alone. ' , angry
' Would somebody like to tell me why the  \' Razorblade Romance \'  CD has got a parental advisory sticker on it?   There \' s not anything horribly bad on it... \' Gone with the Sin \'  is kinda suggestive but other than that, and  \' Razorblade Kiss \' ...  Is it because it talks about death? Jeez, this society is screwed up. Scared of anything that isn \' t mainstream. ' , angry
' AHHHHHHHHHHH GARBAGE IS PLAYING THIS WEEKEND....IN SAN FRANCISCO !  !  !   I \' m pretty sure they \' re coming nowhere near Texas. Stupid Texas.  I can \' t believe Boone died last night on  \' Lost \' ....HE WAS THE ONLY EYECANDY IN THE ENTIRE SHOW !  !  !  !  I \' ll still watch it though just cause it amuses me.  Hurray for half the school being gone for HOSA and orchestra  :-D ' , angry
' Today is a sad day.   One of my favorite show,  \' Call for Help \' , is over.  Today is the last day of this show, before the start of the new combined network, G4TechTV.  What a stupid decision.  They keep Robot Wars but kill Call for Help, a great show that I learned so much from !    Dammm !  !  !  !  !  !  ! ' , angry
' Do they have any idea the problems they can cause through inattention when entering the data?  *Fume* ' , angry
' fuck amanda huckelbery shes a raving bitch and fuck fuck fuck her fuck her right up the ass i fucking love her      wellllllllll not anymore fuck her she is fucking stupidddddddddddd ahhhhhhh im not happy anymore fuck this shit   i wish i could meet a girl that would actually love me for real this fuckinmg sux   i dont know wish i had a fucking gilatine ' , angry
' Apparently lawmakers have enough of your money, and then some, because they don \' t seem to be very concerned about  waste that amounts to at least $100 billion annually .  Via       reason_hrm     That \' s 25% of the deficit right there.  So the next time someone claims we need higher taxes, tell them to take care of that $100 billion in waste first. ' , angry
' His.Her name is Faris. FARIS !  !  !  I cannot allow that. If I ever get the power, I \' m banning him/her. &gt;=O  Discuss. ' , angry
' It was about a high school over ran by zombies.    You really need to read this.    Student Arrested For Terroristic Threatening Says Incident A Misunderstanding    Apparently, the war on Idealogical Terrorism has begun.  Idealogical Terrorism, of course, being whatever bothers Bush and Authority.  (Brought to my attention by       wickedthought   .) ' , angry
' Well, I got LC \' s package. Guess what? They sent me the wrong thing. And they mislabelled the value, so I had to pay customs on something that cost $11. Bastards better refund that. And I know it \' s their mistake because  it says so on the reciept.  My morning is shot. LC, contact me ASAP, and let \' s tear them a new one? ' , angry
' This guy is lucky I don \' t know him.  Check this shit out:  http://www.dailyprincetonian.com/wednes day.html   I don \' t even want to cut and paste it. Read it for yourselves. ' , angry
' It has been just over two years since the war in Iraq started.  According to  www.iraqbodycount.net/  between 17.085 and 19,457 Iraqi civilians have been killed. ' , angry
' And *now* our phone is out. So no internet, no email and no phoning of people this weekend.    Frankly, I am getting pretty pissed off at having basic infrastructure constantly fall over. ' , angry
' they all think they \' re smarter than me and treat me like some kind of baby &nbsp;&nbsp;&nbsp;&nbsp;i do have a brain &nbsp;&nbsp;&nbsp;&nbsp;that i try to train so please don \' t treat me abysmally ' , angry
' does no one want to know the true me i \' m mistreated abhorrently &nbsp;&nbsp;&nbsp;&nbsp;my  \' friends \'  brush me off &nbsp;&nbsp;&nbsp;&nbsp;like some play by chekhov my true self they certainly don \' t see ' , angry
' This is a sketch I draw last night while my mother cried in the background - umm with Micron Pens. I find it harder to color my drawings than to draw them over with a mouse. I might just draw this one over because I don \' t have the patience to color it with photoshop, heh. ' , angry
' BACKGROUND INFORMATION:  This is the illustration I \' m currently working on in Illustrator. She will have some buddies in the final piece. ' , angry
' &#1059;&#1088;&#1086;&#1085;&#1080;&#1083;&#1080; &#1074;&#1086;&#1076;&#1082;&#1091; &#1085;&#1072; &#1087;&#1086;&#1083;...&#160;  &#1054;&#1090;&#1086;&#1088;&#1074;&#1072;&#1083;&#1080; &#1052;&#1080;&#1096;&#1077; &#1088;&#1091;&#1082;&#1080;. ' , angry
' .........  im just so exhausted mentally.  if not to touch your soft warm skin, or see your smiling face, at least to hear your voice tonight would make this all ok. ' , angry
' mad, kinda like sad am i rite? or maybe i \' m just mad about manbabies !  !  ! 11 el oh el (don \' t ask GB2GBS)    Mad.      Who exactly ARE you? (AnImE PiCs)     brought to you by  Quizilla ' , angry
